paper_community,reference_community,year,citations
graphics,theory,2011,52
graphics,theory,2012,60
graphics,theory,2013,46
graphics,theory,2014,53
graphics,theory,2015,42
graphics,theory,2016,44
graphics,theory,2017,28
graphics,vision,1990,13
graphics,vision,1991,10
graphics,vision,1992,28
graphics,vision,1993,26
graphics,vision,1994,34
graphics,vision,1995,77
graphics,vision,1996,63
graphics,vision,1997,69
graphics,vision,1998,99
graphics,vision,1999,56
graphics,vision,2000,133
graphics,vision,2001,250
graphics,vision,2002,295
graphics,vision,2003,323
graphics,vision,2004,325
graphics,vision,2005,359
graphics,vision,2006,401
graphics,vision,2007,500
graphics,vision,2008,583
graphics,vision,2009,612
graphics,vision,2010,816
graphics,vision,2011,1028
graphics,vision,2012,1023
graphics,vision,2013,1310
graphics,vision,2014,1293
graphics,vision,2015,1642
graphics,vision,2016,1643
graphics,vision,2017,775
hci,ai,1992,2
hci,ai,1993,2
hci,ai,1994,8
hci,ai,1995,10
hci,ai,1996,15
hci,ai,1997,3
hci,ai,1998,1
hci,ai,1999,1
hci,ai,2000,19
hci,ai,2001,2
hci,ai,2002,10
hci,ai,2003,25
hci,ai,2004,8
hci,ai,2005,15
hci,ai,2006,28
hci,ai,2007,30
hci,ai,2008,32
hci,ai,2009,32
hci,ai,2010,45
hci,ai,2011,45
hci,ai,2012,84
hci,ai,2013,137
hci,ai,2014,156
hci,ai,2015,202
hci,ai,2016,228
hci,ai,2017,77
hci,bioinformatics,2002,1
hci,bioinformatics,2007,3
hci,bioinformatics,2011,3
hci,bioinformatics,2012,2
hci,bioinformatics,2013,4
hci,bioinformatics,2014,5
hci,bioinformatics,2015,2
hci,bioinformatics,2016,13
hci,bioinformatics,2017,1
hci,computational linguistics,1992,1
hci,computational linguistics,1993,3
hci,computational linguistics,1997,8
hci,computational linguistics,2000,15
hci,computational linguistics,2001,3
hci,computational linguistics,2002,32
hci,computational linguistics,2003,10
hci,computational linguistics,2004,24
hci,computational linguistics,2005,17
hci,computational linguistics,2006,26
hci,computational linguistics,2007,20
hci,computational linguistics,2008,24
hci,computational linguistics,2009,38
hci,computational linguistics,2010,30
hci,computational linguistics,2011,85
hci,computational linguistics,2012,80
hci,computational linguistics,2013,114
hci,computational linguistics,2014,43
hci,computational linguistics,2015,60
hci,computational linguistics,2016,72
hci,computational linguistics,2017,15
hci,data mining,1994,3
hci,data mining,1995,2
hci,data mining,1996,1
hci,data mining,2003,2
hci,data mining,2004,2
hci,data mining,2005,3
hci,data mining,2006,6
hci,data mining,2007,3
hci,data mining,2008,2
hci,data mining,2009,3
hci,data mining,2010,12
hci,data mining,2011,19
hci,data mining,2012,30
hci,data mining,2013,33
hci,data mining,2014,37
hci,data mining,2015,52
hci,data mining,2016,71
hci,data mining,2017,25
hci,databases,1994,1
hci,databases,1995,5
hci,databases,1996,3
hci,databases,1997,1
hci,databases,1999,9
hci,databases,2000,5
hci,databases,2001,3
hci,databases,2002,5
hci,databases,2003,17
hci,databases,2004,11
hci,databases,2005,16
hci,databases,2006,22
hci,databases,2007,55
hci,databases,2008,21
hci,databases,2009,18
hci,databases,2010,51
hci,databases,2011,44
hci,databases,2012,55
hci,databases,2013,47
hci,databases,2014,68
hci,databases,2015,85
hci,databases,2016,120
hci,databases,2017,50
hci,graphics,1992,4
hci,graphics,1993,8
hci,graphics,1994,9
hci,graphics,1995,15
hci,graphics,1996,6
hci,graphics,1997,7
hci,graphics,1998,3
hci,graphics,1999,10
hci,graphics,2000,24
hci,graphics,2001,6
hci,graphics,2002,9
hci,graphics,2003,6
hci,graphics,2004,5
hci,graphics,2005,11
hci,graphics,2006,18
hci,graphics,2007,13
hci,graphics,2008,24
hci,graphics,2009,24
hci,graphics,2010,33
hci,graphics,2011,64
hci,graphics,2012,37
hci,graphics,2013,77
hci,graphics,2014,77
hci,graphics,2015,102
hci,graphics,2016,101
hci,graphics,2017,37
hci,hci,1990,1
hci,hci,1991,4
hci,hci,1992,7
hci,hci,1993,12
hci,hci,1994,11
hci,hci,1995,15
hci,hci,1996,27
hci,hci,1997,14
hci,hci,1998,16
hci,hci,1999,33
hci,hci,2000,31
hci,hci,2001,57
hci,hci,2002,63
hci,hci,2003,111
hci,hci,2004,98
hci,hci,2005,135
hci,hci,2006,179
hci,hci,2007,174
hci,hci,2008,172
hci,hci,2009,233
hci,hci,2010,228
hci,hci,2011,370
hci,hci,2012,551
hci,hci,2013,711
hci,hci,2014,999
hci,hci,2015,970
hci,hci,2016,987
hci,hci,2017,533
hci,information theory,2006,1
hci,information theory,2009,1
hci,information theory,2010,3
hci,information theory,2012,1
hci,information theory,2013,2
hci,information theory,2014,2
hci,information theory,2015,1
hci,information theory,2016,4
hci,information theory,2017,2
hci,medical informatics,2007,1
hci,medical informatics,2008,4
hci,medical informatics,2009,12
hci,medical informatics,2010,9
hci,medical informatics,2011,11
hci,medical informatics,2012,9
hci,medical informatics,2013,21
hci,medical informatics,2014,26
hci,medical informatics,2015,32
hci,medical informatics,2016,27
hci,medical informatics,2017,70
hci,multimedia,1994,1
hci,multimedia,1996,1
hci,multimedia,2000,9
hci,multimedia,2001,2
hci,multimedia,2002,13
hci,multimedia,2003,6
hci,multimedia,2004,14
hci,multimedia,2005,3
hci,multimedia,2006,24
hci,multimedia,2007,24
hci,multimedia,2008,17
hci,multimedia,2009,10
hci,multimedia,2010,26
hci,multimedia,2011,43
hci,multimedia,2012,74
hci,multimedia,2013,97
hci,multimedia,2014,84
hci,multimedia,2015,179
hci,multimedia,2016,126
hci,multimedia,2017,70
hci,networks,1994,1
hci,networks,1996,2
hci,networks,1997,1
hci,networks,2002,2
hci,networks,2004,2
hci,networks,2005,1
hci,networks,2006,2
hci,networks,2007,1
hci,networks,2008,2
hci,networks,2009,5
hci,networks,2010,7
hci,networks,2011,4
hci,networks,2012,1
hci,networks,2013,6
hci,networks,2014,18
hci,networks,2015,20
hci,networks,2016,22
hci,networks,2017,22
hci,robotics,1996,4
hci,robotics,1997,1
hci,robotics,2000,2
hci,robotics,2002,3
hci,robotics,2003,4
hci,robotics,2004,6
hci,robotics,2005,12
hci,robotics,2006,9
hci,robotics,2007,2
hci,robotics,2008,21
hci,robotics,2009,49
hci,robotics,2010,54
hci,robotics,2011,85
hci,robotics,2012,130
hci,robotics,2013,264
hci,robotics,2014,331
hci,robotics,2015,271
hci,robotics,2016,351
hci,robotics,2017,86
hci,security,2005,2
hci,security,2007,6
hci,security,2008,5
hci,security,2009,8
hci,security,2010,8
hci,security,2011,7
hci,security,2012,6
hci,security,2013,8
hci,security,2014,27
hci,security,2015,32
hci,security,2016,41
hci,security,2017,39
hci,signal processing,1991,4
hci,signal processing,2000,12
hci,signal processing,2001,1
hci,signal processing,2002,17
hci,signal processing,2003,17
hci,signal processing,2004,38
hci,signal processing,2005,6
hci,signal processing,2006,25
hci,signal processing,2007,36
hci,signal processing,2008,34
hci,signal processing,2009,29
hci,signal processing,2010,36
hci,signal processing,2011,66
hci,signal processing,2012,104
hci,signal processing,2013,121
hci,signal processing,2014,145
hci,signal processing,2015,160
hci,signal processing,2016,163
hci,signal processing,2017,97
hci,software systems,1990,1
hci,software systems,1991,1
hci,software systems,1992,4
hci,software systems,1993,12
hci,software systems,1994,5
hci,software systems,1995,11
hci,software systems,1996,6
hci,software systems,1997,1
hci,software systems,1998,3
hci,software systems,1999,6
hci,software systems,2000,11
hci,software systems,2001,9
hci,software systems,2002,7
hci,software systems,2003,15
hci,software systems,2004,6
hci,software systems,2005,2
hci,software systems,2006,15
hci,software systems,2007,7
hci,software systems,2008,8
hci,software systems,2009,39
hci,software systems,2010,8
hci,software systems,2011,30
hci,software systems,2012,16
hci,software systems,2013,44
hci,software systems,2014,48
hci,software systems,2015,24
hci,software systems,2016,40
hci,software systems,2017,21
hci,systems,1994,1
hci,systems,1998,1
hci,systems,2002,2
hci,systems,2003,1
hci,systems,2004,3
hci,systems,2006,2
hci,systems,2008,2
hci,systems,2009,2
hci,systems,2010,1
hci,systems,2011,2
hci,systems,2012,7
hci,systems,2014,3
hci,systems,2016,7
hci,systems,2017,5
hci,theory,2006,1
hci,theory,2008,2
hci,theory,2010,1
hci,theory,2011,2
hci,theory,2012,3
hci,theory,2014,2
hci,theory,2015,2
hci,theory,2016,3
hci,vision,1994,1
hci,vision,2000,148
hci,vision,2001,6
hci,vision,2002,102
hci,vision,2003,68
hci,vision,2004,55
hci,vision,2005,36
hci,vision,2006,64
hci,vision,2007,69
hci,vision,2008,17
hci,vision,2009,44
hci,vision,2010,57
hci,vision,2011,156
hci,vision,2012,121
hci,vision,2013,308
hci,vision,2014,399
hci,vision,2015,447
hci,vision,2016,387
hci,vision,2017,220
information theory,ai,1990,2
information theory,ai,1991,2
information theory,ai,1992,12
information theory,ai,1993,22
information theory,ai,1994,3
information theory,ai,1995,11
information theory,ai,1996,5
information theory,ai,1997,3
information theory,ai,1998,32
information theory,ai,1999,6
information theory,ai,2000,8
information theory,ai,2001,14
information theory,ai,2002,15
information theory,ai,2003,14
information theory,ai,2004,28
information theory,ai,2005,48
information theory,ai,2006,29
information theory,ai,2007,24
information theory,ai,2008,92
information theory,ai,2009,71
information theory,ai,2010,102
information theory,ai,2011,155
information theory,ai,2012,173
information theory,ai,2013,204
information theory,ai,2014,227
information theory,ai,2015,259
information theory,ai,2016,313
information theory,ai,2017,196
information theory,bioinformatics,1998,1
information theory,bioinformatics,1999,1
information theory,bioinformatics,2000,2
information theory,bioinformatics,2001,1
information theory,bioinformatics,2002,1
information theory,bioinformatics,2003,1
information theory,bioinformatics,2004,4
information theory,bioinformatics,2005,2
information theory,bioinformatics,2006,5
information theory,bioinformatics,2007,10
information theory,bioinformatics,2008,14
information theory,bioinformatics,2009,10
information theory,bioinformatics,2010,48
information theory,bioinformatics,2011,19
information theory,bioinformatics,2012,12
information theory,bioinformatics,2013,45
information theory,bioinformatics,2014,28
information theory,bioinformatics,2015,27
information theory,bioinformatics,2016,73
information theory,bioinformatics,2017,15
information theory,computational linguistics,1996,1
information theory,computational linguistics,1997,1
information theory,computational linguistics,1998,3
information theory,computational linguistics,2000,1
information theory,computational linguistics,2001,1
information theory,computational linguistics,2004,5
information theory,computational linguistics,2005,2
information theory,computational linguistics,2006,1
information theory,computational linguistics,2008,4
information theory,computational linguistics,2010,3
information theory,computational linguistics,2011,2
information theory,computational linguistics,2012,2
information theory,computational linguistics,2013,5
information theory,computational linguistics,2014,5
information theory,computational linguistics,2015,7
information theory,computational linguistics,2016,2
information theory,computational linguistics,2017,4
information theory,data mining,1996,1
information theory,data mining,2002,3
information theory,data mining,2003,1
information theory,data mining,2004,2
information theory,data mining,2005,3
information theory,data mining,2006,3
information theory,data mining,2007,6
information theory,data mining,2008,14
information theory,data mining,2009,6
information theory,data mining,2010,5
information theory,data mining,2011,11
information theory,data mining,2012,8
information theory,data mining,2013,10
information theory,data mining,2014,7
information theory,data mining,2015,14
information theory,data mining,2016,25
information theory,data mining,2017,15
information theory,databases,1991,4
information theory,databases,1992,4
information theory,databases,1993,2
information theory,databases,1994,2
