paper_community,reference_community,year,citations
software systems,computational linguistics,2007,9
software systems,computational linguistics,2008,8
software systems,computational linguistics,2009,9
software systems,computational linguistics,2010,18
software systems,computational linguistics,2011,29
software systems,computational linguistics,2012,29
software systems,computational linguistics,2013,34
software systems,computational linguistics,2014,44
software systems,computational linguistics,2015,75
software systems,computational linguistics,2016,101
software systems,computational linguistics,2017,24
software systems,data mining,1990,5
software systems,data mining,1991,5
software systems,data mining,1992,11
software systems,data mining,1993,19
software systems,data mining,1994,8
software systems,data mining,1995,10
software systems,data mining,1996,12
software systems,data mining,1997,16
software systems,data mining,1998,14
software systems,data mining,1999,27
software systems,data mining,2000,26
software systems,data mining,2001,24
software systems,data mining,2002,28
software systems,data mining,2003,18
software systems,data mining,2004,49
software systems,data mining,2005,42
software systems,data mining,2006,40
software systems,data mining,2007,70
software systems,data mining,2008,73
software systems,data mining,2009,63
software systems,data mining,2010,46
software systems,data mining,2011,96
software systems,data mining,2012,89
software systems,data mining,2013,117
software systems,data mining,2014,86
software systems,data mining,2015,99
software systems,data mining,2016,129
software systems,data mining,2017,72
software systems,databases,1990,19
software systems,databases,1991,34
software systems,databases,1992,25
software systems,databases,1993,49
software systems,databases,1994,41
software systems,databases,1995,43
software systems,databases,1996,34
software systems,databases,1997,46
software systems,databases,1998,42
software systems,databases,1999,56
software systems,databases,2000,87
software systems,databases,2001,82
software systems,databases,2002,94
software systems,databases,2003,66
software systems,databases,2004,139
software systems,databases,2005,97
software systems,databases,2006,158
software systems,databases,2007,141
software systems,databases,2008,177
software systems,databases,2009,200
software systems,databases,2010,186
software systems,databases,2011,227
software systems,databases,2012,226
software systems,databases,2013,298
software systems,databases,2014,298
software systems,databases,2015,287
software systems,databases,2016,315
software systems,databases,2017,135
software systems,graphics,1990,5
software systems,graphics,1991,5
software systems,graphics,1992,17
software systems,graphics,1993,4
software systems,graphics,1994,12
software systems,graphics,1995,6
software systems,graphics,1996,3
software systems,graphics,1997,6
software systems,graphics,1998,2
software systems,graphics,1999,6
software systems,graphics,2000,5
software systems,graphics,2001,6
software systems,graphics,2002,6
software systems,graphics,2003,2
software systems,graphics,2004,4
software systems,graphics,2005,9
software systems,graphics,2006,6
software systems,graphics,2007,4
software systems,graphics,2008,10
software systems,graphics,2009,17
software systems,graphics,2010,8
software systems,graphics,2011,15
software systems,graphics,2012,14
software systems,graphics,2013,23
software systems,graphics,2014,28
software systems,graphics,2015,22
software systems,graphics,2016,16
software systems,graphics,2017,6
software systems,hci,1991,1
software systems,hci,1994,2
software systems,hci,1995,2
software systems,hci,1996,1
software systems,hci,1997,6
software systems,hci,1998,8
software systems,hci,1999,5
software systems,hci,2000,8
software systems,hci,2001,15
software systems,hci,2002,6
software systems,hci,2003,10
software systems,hci,2004,15
software systems,hci,2005,11
software systems,hci,2006,16
software systems,hci,2007,9
software systems,hci,2008,11
software systems,hci,2009,24
software systems,hci,2010,20
software systems,hci,2011,11
software systems,hci,2012,15
software systems,hci,2013,39
software systems,hci,2014,53
software systems,hci,2015,35
software systems,hci,2016,29
software systems,hci,2017,16
software systems,information theory,1990,1
software systems,information theory,1991,1
software systems,information theory,1992,4
software systems,information theory,1993,1
software systems,information theory,1994,1
software systems,information theory,1996,2
software systems,information theory,1998,5
software systems,information theory,1999,2
software systems,information theory,2000,7
software systems,information theory,2001,4
software systems,information theory,2002,4
software systems,information theory,2003,8
software systems,information theory,2004,10
software systems,information theory,2005,9
software systems,information theory,2006,4
software systems,information theory,2007,10
software systems,information theory,2008,18
software systems,information theory,2009,12
software systems,information theory,2010,15
software systems,information theory,2011,16
software systems,information theory,2012,24
software systems,information theory,2013,23
software systems,information theory,2014,17
software systems,information theory,2015,15
software systems,information theory,2016,15
software systems,information theory,2017,5
software systems,medical informatics,1994,1
software systems,medical informatics,2000,1
software systems,medical informatics,2001,1
software systems,medical informatics,2003,2
software systems,medical informatics,2004,1
software systems,medical informatics,2005,2
software systems,medical informatics,2006,4
software systems,medical informatics,2008,11
software systems,medical informatics,2009,1
software systems,medical informatics,2010,7
software systems,medical informatics,2011,16
software systems,medical informatics,2012,8
software systems,medical informatics,2013,4
software systems,medical informatics,2014,9
software systems,medical informatics,2015,9
software systems,medical informatics,2016,14
software systems,medical informatics,2017,4
software systems,multimedia,1994,1
software systems,multimedia,1995,1
software systems,multimedia,1997,8
software systems,multimedia,1998,2
software systems,multimedia,1999,10
software systems,multimedia,2000,15
software systems,multimedia,2001,16
software systems,multimedia,2002,9
software systems,multimedia,2003,17
software systems,multimedia,2004,36
software systems,multimedia,2005,42
software systems,multimedia,2006,14
software systems,multimedia,2007,23
software systems,multimedia,2008,23
software systems,multimedia,2009,35
software systems,multimedia,2010,46
software systems,multimedia,2011,55
software systems,multimedia,2012,26
software systems,multimedia,2013,73
software systems,multimedia,2014,29
software systems,multimedia,2015,28
software systems,multimedia,2016,15
software systems,multimedia,2017,5
software systems,networks,1990,9
software systems,networks,1991,8
software systems,networks,1992,15
software systems,networks,1993,11
software systems,networks,1994,15
software systems,networks,1995,8
software systems,networks,1996,8
software systems,networks,1997,15
software systems,networks,1998,17
software systems,networks,1999,29
software systems,networks,2000,20
software systems,networks,2001,31
software systems,networks,2002,33
software systems,networks,2003,41
software systems,networks,2004,66
software systems,networks,2005,71
software systems,networks,2006,106
software systems,networks,2007,67
software systems,networks,2008,68
software systems,networks,2009,122
software systems,networks,2010,111
software systems,networks,2011,186
software systems,networks,2012,122
software systems,networks,2013,123
software systems,networks,2014,138
software systems,networks,2015,116
software systems,networks,2016,160
software systems,networks,2017,56
software systems,robotics,1990,3
software systems,robotics,1991,3
software systems,robotics,1992,1
software systems,robotics,1993,2
software systems,robotics,1994,1
software systems,robotics,1995,1
software systems,robotics,1996,1
software systems,robotics,1997,4
software systems,robotics,1998,5
software systems,robotics,1999,3
software systems,robotics,2001,2
software systems,robotics,2002,3
software systems,robotics,2003,2
software systems,robotics,2004,2
software systems,robotics,2005,14
software systems,robotics,2006,15
software systems,robotics,2007,18
software systems,robotics,2008,5
software systems,robotics,2009,4
software systems,robotics,2010,18
software systems,robotics,2011,13
software systems,robotics,2012,7
software systems,robotics,2013,9
software systems,robotics,2014,7
software systems,robotics,2015,19
software systems,robotics,2016,11
software systems,robotics,2017,4
software systems,security,1990,18
software systems,security,1991,14
software systems,security,1992,1
software systems,security,1993,4
software systems,security,1995,9
software systems,security,1996,12
software systems,security,1997,10
software systems,security,1998,11
software systems,security,1999,6
software systems,security,2000,53
software systems,security,2001,8
software systems,security,2002,33
software systems,security,2003,24
software systems,security,2004,34
software systems,security,2005,34
software systems,security,2006,63
software systems,security,2007,65
software systems,security,2008,109
software systems,security,2009,135
software systems,security,2010,138
software systems,security,2011,179
software systems,security,2012,187
software systems,security,2013,188
software systems,security,2014,173
software systems,security,2015,216
software systems,security,2016,208
software systems,security,2017,156
software systems,signal processing,1998,2
software systems,signal processing,2000,1
software systems,signal processing,2001,8
software systems,signal processing,2002,5
software systems,signal processing,2003,3
software systems,signal processing,2004,4
software systems,signal processing,2005,33
software systems,signal processing,2006,7
software systems,signal processing,2007,6
software systems,signal processing,2008,18
software systems,signal processing,2009,47
software systems,signal processing,2010,70
software systems,signal processing,2011,80
software systems,signal processing,2012,46
software systems,signal processing,2013,166
software systems,signal processing,2014,37
software systems,signal processing,2015,14
software systems,signal processing,2016,41
software systems,signal processing,2017,14
software systems,software systems,1990,524
software systems,software systems,1991,668
software systems,software systems,1992,708
software systems,software systems,1993,936
software systems,software systems,1994,885
software systems,software systems,1995,905
software systems,software systems,1996,1021
software systems,software systems,1997,1113
software systems,software systems,1998,1227
software systems,software systems,1999,1265
software systems,software systems,2000,1528
software systems,software systems,2001,1629
software systems,software systems,2002,1575
software systems,software systems,2003,1788
software systems,software systems,2004,2039
software systems,software systems,2005,2558
software systems,software systems,2006,3144
software systems,software systems,2007,3683
software systems,software systems,2008,3740
software systems,software systems,2009,4199
software systems,software systems,2010,4890
software systems,software systems,2011,4764
software systems,software systems,2012,5754
software systems,software systems,2013,6820
software systems,software systems,2014,8208
software systems,software systems,2015,8196
software systems,software systems,2016,8664
software systems,software systems,2017,3668
software systems,systems,1990,39
software systems,systems,1991,57
software systems,systems,1992,15
software systems,systems,1993,61
software systems,systems,1994,31
software systems,systems,1995,71
software systems,systems,1996,36
software systems,systems,1997,111
software systems,systems,1998,30
software systems,systems,1999,76
software systems,systems,2000,73
software systems,systems,2001,73
software systems,systems,2002,51
software systems,systems,2003,83
software systems,systems,2004,69
software systems,systems,2005,90
software systems,systems,2006,113
software systems,systems,2007,135
software systems,systems,2008,137
software systems,systems,2009,170
software systems,systems,2010,153
software systems,systems,2011,212
software systems,systems,2012,202
software systems,systems,2013,251
software systems,systems,2014,203
software systems,systems,2015,301
software systems,systems,2016,328
software systems,systems,2017,225
software systems,theory,1990,87
software systems,theory,1991,56
software systems,theory,1992,77
software systems,theory,1993,64
software systems,theory,1994,87
software systems,theory,1995,90
software systems,theory,1996,80
software systems,theory,1997,76
software systems,theory,1998,96
software systems,theory,1999,60
software systems,theory,2000,78
software systems,theory,2001,59
software systems,theory,2002,77
software systems,theory,2003,107
software systems,theory,2004,99
software systems,theory,2005,96
software systems,theory,2006,119
software systems,theory,2007,136
software systems,theory,2008,82
software systems,theory,2009,135
software systems,theory,2010,154
software systems,theory,2011,185
software systems,theory,2012,189
software systems,theory,2013,253
software systems,theory,2014,283
software systems,theory,2015,312
software systems,theory,2016,200
software systems,theory,2017,82
software systems,vision,1990,4
software systems,vision,1991,2
software systems,vision,1992,2
software systems,vision,1993,7
software systems,vision,1994,3
software systems,vision,1995,1
software systems,vision,1996,6
software systems,vision,1997,3
software systems,vision,1998,7
software systems,vision,1999,6
software systems,vision,2000,22
software systems,vision,2001,17
software systems,vision,2002,9
software systems,vision,2003,7
software systems,vision,2004,16
software systems,vision,2005,23
software systems,vision,2006,13
software systems,vision,2007,16
software systems,vision,2008,49
software systems,vision,2009,73
software systems,vision,2010,77
software systems,vision,2011,160
software systems,vision,2012,73
software systems,vision,2013,145
software systems,vision,2014,52
software systems,vision,2015,38
software systems,vision,2016,55
software systems,vision,2017,28
systems,ai,1990,3
systems,ai,1991,9
systems,ai,1992,21
systems,ai,1993,12
systems,ai,1994,15
systems,ai,1995,14
systems,ai,1996,13
systems,ai,1997,26
systems,ai,1998,5
systems,ai,1999,3
systems,ai,2000,8
systems,ai,2001,11
systems,ai,2002,11
systems,ai,2003,9
systems,ai,2004,29
systems,ai,2005,19
systems,ai,2006,16
systems,ai,2007,25
systems,ai,2008,40
systems,ai,2009,45
systems,ai,2010,46
systems,ai,2011,79
systems,ai,2012,145
systems,ai,2013,222
systems,ai,2014,314
systems,ai,2015,341
systems,ai,2016,541
systems,ai,2017,326
systems,bioinformatics,1997,2
systems,bioinformatics,1998,9
systems,bioinformatics,1999,1
systems,bioinformatics,2000,1
systems,bioinformatics,2001,1
systems,bioinformatics,2002,6
systems,bioinformatics,2003,13
systems,bioinformatics,2004,8
systems,bioinformatics,2005,21
systems,bioinformatics,2006,41
systems,bioinformatics,2007,64
systems,bioinformatics,2008,28
systems,bioinformatics,2009,52
systems,bioinformatics,2010,67
systems,bioinformatics,2011,50
systems,bioinformatics,2012,69
systems,bioinformatics,2013,125
systems,bioinformatics,2014,155
systems,bioinformatics,2015,157
systems,bioinformatics,2016,123
systems,bioinformatics,2017,128
systems,computational linguistics,1998,6
systems,computational linguistics,2002,2
systems,computational linguistics,2005,1
systems,computational linguistics,2009,3
systems,computational linguistics,2010,4
systems,computational linguistics,2011,7
systems,computational linguistics,2012,10
systems,computational linguistics,2013,5
systems,computational linguistics,2014,48
systems,computational linguistics,2015,19
systems,computational linguistics,2016,39
systems,computational linguistics,2017,9
systems,data mining,1990,2
systems,data mining,1991,5
systems,data mining,1992,5
systems,data mining,1993,7
systems,data mining,1994,7
systems,data mining,1995,8
systems,data mining,1996,2
systems,data mining,1997,14
systems,data mining,1998,5
systems,data mining,1999,8
systems,data mining,2000,8
systems,data mining,2001,19
systems,data mining,2002,8
systems,data mining,2003,19
systems,data mining,2004,31
systems,data mining,2005,21
systems,data mining,2006,29
systems,data mining,2007,59
systems,data mining,2008,46
systems,data mining,2009,59
systems,data mining,2010,78
systems,data mining,2011,77
systems,data mining,2012,127
systems,data mining,2013,205
systems,data mining,2014,265
systems,data mining,2015,328
systems,data mining,2016,342
systems,data mining,2017,233
systems,databases,1990,7
systems,databases,1991,11
systems,databases,1992,15
systems,databases,1993,37
systems,databases,1994,15
systems,databases,1995,16
systems,databases,1996,12
systems,databases,1997,17
systems,databases,1998,13
systems,databases,1999,13
systems,databases,2000,17
systems,databases,2001,34
systems,databases,2002,23
systems,databases,2003,46
systems,databases,2004,62
systems,databases,2005,61
systems,databases,2006,82
systems,databases,2007,157
systems,databases,2008,142
systems,databases,2009,196
systems,databases,2010,239
systems,databases,2011,209
systems,databases,2012,314
systems,databases,2013,444
systems,databases,2014,550
systems,databases,2015,655
systems,databases,2016,664
systems,databases,2017,408
systems,graphics,1990,1
systems,graphics,1991,2
systems,graphics,1992,2
systems,graphics,1993,1
systems,graphics,1994,1
systems,graphics,1995,14
systems,graphics,1996,2
systems,graphics,1997,13
systems,graphics,1998,20
systems,graphics,1999,40
systems,graphics,2000,8
systems,graphics,2001,11
systems,graphics,2002,21
systems,graphics,2003,5
systems,graphics,2004,61
systems,graphics,2005,14
systems,graphics,2006,3
systems,graphics,2007,20
systems,graphics,2008,15
systems,graphics,2009,30
systems,graphics,2010,23
systems,graphics,2011,43
systems,graphics,2012,37
systems,graphics,2013,32
systems,graphics,2014,54
systems,graphics,2015,88
systems,graphics,2016,60
systems,graphics,2017,77
systems,hci,1999,1
systems,hci,2002,3
systems,hci,2003,3
systems,hci,2004,5
systems,hci,2005,4
systems,hci,2007,4
systems,hci,2008,2
systems,hci,2009,8
systems,hci,2010,6
systems,hci,2011,5
systems,hci,2012,4
systems,hci,2013,2
systems,hci,2014,14
systems,hci,2015,25
systems,hci,2016,20
systems,hci,2017,11
systems,information theory,1990,1
systems,information theory,1991,7
systems,information theory,1992,4
systems,information theory,1993,2
systems,information theory,1994,4
systems,information theory,1995,4
systems,information theory,1996,7
systems,information theory,1997,2
systems,information theory,1998,12
systems,information theory,1999,6
systems,information theory,2000,8
systems,information theory,2001,9
systems,information theory,2002,3
systems,information theory,2003,9
systems,information theory,2004,22
systems,information theory,2005,9
systems,information theory,2006,11
systems,information theory,2007,26
systems,information theory,2008,33
systems,information theory,2009,33
systems,information theory,2010,53
systems,information theory,2011,59
systems,information theory,2012,152
systems,information theory,2013,186
systems,information theory,2014,212
systems,information theory,2015,262
systems,information theory,2016,175
systems,information theory,2017,72
systems,medical informatics,2003,1
systems,medical informatics,2007,2
systems,medical informatics,2008,1
systems,medical informatics,2009,2
systems,medical informatics,2011,3
systems,medical informatics,2012,6
systems,medical informatics,2013,26
systems,medical informatics,2014,30
systems,medical informatics,2015,58
systems,medical informatics,2016,45
systems,medical informatics,2017,37
systems,multimedia,1992,1
systems,multimedia,1995,4
systems,multimedia,1998,2
systems,multimedia,1999,8
systems,multimedia,2000,23
systems,multimedia,2001,7
systems,multimedia,2002,14
systems,multimedia,2003,12
systems,multimedia,2004,18
systems,multimedia,2005,31
systems,multimedia,2006,16
systems,multimedia,2007,37
systems,multimedia,2008,19
systems,multimedia,2009,31
systems,multimedia,2010,58
systems,multimedia,2011,64
systems,multimedia,2012,98
systems,multimedia,2013,143
systems,multimedia,2014,131
systems,multimedia,2015,225
systems,multimedia,2016,176
systems,multimedia,2017,156
systems,networks,1990,13
systems,networks,1991,14
systems,networks,1992,18
systems,networks,1993,20
systems,networks,1994,25
systems,networks,1995,39
systems,networks,1996,36
systems,networks,1997,34
systems,networks,1998,24
systems,networks,1999,56
systems,networks,2000,68
systems,networks,2001,95
systems,networks,2002,103
systems,networks,2003,103
systems,networks,2004,179
systems,networks,2005,208
systems,networks,2006,349
systems,networks,2007,451
systems,networks,2008,539
systems,networks,2009,479
systems,networks,2010,697
systems,networks,2011,748
systems,networks,2012,1738
systems,networks,2013,2772
systems,networks,2014,3046
systems,networks,2015,3496
systems,networks,2016,2187
systems,networks,2017,1079
systems,robotics,1992,3
systems,robotics,1993,4
systems,robotics,1994,1
systems,robotics,1995,2
systems,robotics,1996,4
systems,robotics,1997,2
systems,robotics,1998,1
systems,robotics,2000,1
systems,robotics,2001,2
systems,robotics,2002,8
systems,robotics,2003,2
systems,robotics,2004,3
systems,robotics,2005,7
systems,robotics,2006,3
systems,robotics,2007,14
systems,robotics,2008,6
systems,robotics,2009,15
systems,robotics,2010,17
systems,robotics,2011,52
systems,robotics,2012,66
systems,robotics,2013,54
systems,robotics,2014,97
systems,robotics,2015,67
systems,robotics,2016,59
systems,robotics,2017,51
systems,security,1996,3
systems,security,1997,1
systems,security,1998,1
systems,security,1999,2
systems,security,2000,15
systems,security,2001,7
systems,security,2002,4
systems,security,2003,18
systems,security,2004,37
systems,security,2005,20
systems,security,2006,84
systems,security,2007,62
systems,security,2008,116
systems,security,2009,106
systems,security,2010,112
systems,security,2011,130
systems,security,2012,204
systems,security,2013,327
systems,security,2014,372
systems,security,2015,391
systems,security,2016,386
systems,security,2017,350
systems,signal processing,1991,2
systems,signal processing,1992,1
systems,signal processing,1993,3
systems,signal processing,1994,1
systems,signal processing,1995,2
systems,signal processing,1996,2
systems,signal processing,1997,1
systems,signal processing,1998,5
systems,signal processing,1999,14
systems,signal processing,2000,18
systems,signal processing,2001,9
systems,signal processing,2002,8
systems,signal processing,2003,6
systems,signal processing,2004,10
systems,signal processing,2005,20
systems,signal processing,2006,25
systems,signal processing,2007,22
systems,signal processing,2008,36
systems,signal processing,2009,58
systems,signal processing,2010,64
systems,signal processing,2011,143
systems,signal processing,2012,280
systems,signal processing,2013,488
systems,signal processing,2014,522
systems,signal processing,2015,844
systems,signal processing,2016,480
systems,signal processing,2017,250
systems,software systems,1990,88
systems,software systems,1991,68
systems,software systems,1992,102
systems,software systems,1993,137
systems,software systems,1994,131
systems,software systems,1995,79
systems,software systems,1996,115
systems,software systems,1997,99
systems,software systems,1998,82
systems,software systems,1999,127
systems,software systems,2000,105
systems,software systems,2001,100
systems,software systems,2002,78
systems,software systems,2003,93
systems,software systems,2004,94
systems,software systems,2005,81
systems,software systems,2006,165
systems,software systems,2007,161
systems,software systems,2008,166
systems,software systems,2009,164
systems,software systems,2010,209
systems,software systems,2011,215
systems,software systems,2012,302
systems,software systems,2013,363
systems,software systems,2014,388
systems,software systems,2015,465
systems,software systems,2016,486
systems,software systems,2017,283
systems,systems,1990,278
systems,systems,1991,346
systems,systems,1992,453
systems,systems,1993,536
systems,systems,1994,561
systems,systems,1995,742
systems,systems,1996,848
systems,systems,1997,899
systems,systems,1998,987
systems,systems,1999,912
systems,systems,2000,935
systems,systems,2001,877
systems,systems,2002,923
systems,systems,2003,1073
systems,systems,2004,1165
systems,systems,2005,1404
systems,systems,2006,1426
systems,systems,2007,1756
systems,systems,2008,1834
systems,systems,2009,1880
systems,systems,2010,2232
systems,systems,2011,2329
systems,systems,2012,3058
systems,systems,2013,3390
systems,systems,2014,3951
systems,systems,2015,4835
systems,systems,2016,4506
systems,systems,2017,2650
systems,theory,1990,59
systems,theory,1991,42
systems,theory,1992,61
systems,theory,1993,53
systems,theory,1994,98
systems,theory,1995,62
systems,theory,1996,134
systems,theory,1997,110
systems,theory,1998,107
systems,theory,1999,64
systems,theory,2000,88
systems,theory,2001,86
systems,theory,2002,74
systems,theory,2003,93
systems,theory,2004,120
systems,theory,2005,95
systems,theory,2006,96
systems,theory,2007,102
systems,theory,2008,102
systems,theory,2009,153
systems,theory,2010,129
systems,theory,2011,140
systems,theory,2012,191
systems,theory,2013,212
systems,theory,2014,222
systems,theory,2015,290
systems,theory,2016,251
systems,theory,2017,214
systems,vision,1990,18
systems,vision,1991,12
systems,vision,1992,14
systems,vision,1993,12
systems,vision,1994,16
systems,vision,1995,8
systems,vision,1996,15
systems,vision,1997,41
systems,vision,1998,32
systems,vision,1999,43
systems,vision,2000,31
systems,vision,2001,10
systems,vision,2002,17
systems,vision,2003,27
systems,vision,2004,57
systems,vision,2005,14
systems,vision,2006,23
systems,vision,2007,11
systems,vision,2008,27
systems,vision,2009,9
systems,vision,2010,35
systems,vision,2011,71
systems,vision,2012,138
systems,vision,2013,175
systems,vision,2014,254
systems,vision,2015,284
systems,vision,2016,301
systems,vision,2017,199
theory,ai,1990,26
theory,ai,1991,52
theory,ai,1992,71
theory,ai,1993,77
theory,ai,1994,84
theory,ai,1995,76
theory,ai,1996,60
theory,ai,1997,92
theory,ai,1998,95
theory,ai,1999,102
theory,ai,2000,126
theory,ai,2001,113
theory,ai,2002,164
theory,ai,2003,143
theory,ai,2004,150
theory,ai,2005,207
theory,ai,2006,158
theory,ai,2007,211
theory,ai,2008,196
theory,ai,2009,172
theory,ai,2010,186
theory,ai,2011,215
theory,ai,2012,239
theory,ai,2013,200
theory,ai,2014,248
theory,ai,2015,264
theory,ai,2016,340
theory,ai,2017,126
theory,bioinformatics,1991,2
theory,bioinformatics,1992,1
theory,bioinformatics,1995,10
theory,bioinformatics,1996,3
theory,bioinformatics,1997,3
theory,bioinformatics,1998,6
theory,bioinformatics,1999,23
theory,bioinformatics,2000,5
theory,bioinformatics,2001,2
theory,bioinformatics,2002,25
theory,bioinformatics,2003,32
theory,bioinformatics,2004,25
theory,bioinformatics,2005,67
theory,bioinformatics,2006,40
theory,bioinformatics,2007,55
theory,bioinformatics,2008,92
theory,bioinformatics,2009,99
theory,bioinformatics,2010,57
theory,bioinformatics,2011,108
theory,bioinformatics,2012,121
theory,bioinformatics,2013,127
theory,bioinformatics,2014,137
theory,bioinformatics,2015,117
theory,bioinformatics,2016,95
theory,bioinformatics,2017,81
theory,computational linguistics,1990,2
theory,computational linguistics,1991,3
theory,computational linguistics,1993,4
theory,computational linguistics,1994,1
theory,computational linguistics,1995,1
theory,computational linguistics,1996,3
theory,computational linguistics,1997,1
theory,computational linguistics,1998,12
theory,computational linguistics,1999,4
theory,computational linguistics,2000,5
theory,computational linguistics,2001,2
theory,computational linguistics,2002,6
theory,computational linguistics,2003,24
theory,computational linguistics,2004,30
theory,computational linguistics,2005,9
theory,computational linguistics,2006,28
theory,computational linguistics,2007,4
theory,computational linguistics,2008,37
theory,computational linguistics,2009,23
theory,computational linguistics,2010,14
theory,computational linguistics,2011,13
theory,computational linguistics,2012,11
theory,computational linguistics,2013,26
theory,computational linguistics,2014,53
theory,computational linguistics,2015,38
theory,computational linguistics,2016,29
theory,computational linguistics,2017,24
theory,data mining,1993,3
theory,data mining,1994,3
theory,data mining,1995,3
theory,data mining,1996,7
theory,data mining,1997,10
theory,data mining,1998,11
theory,data mining,1999,4
theory,data mining,2000,13
theory,data mining,2001,10
theory,data mining,2002,22
theory,data mining,2003,14
theory,data mining,2004,9
theory,data mining,2005,22
theory,data mining,2006,22
theory,data mining,2007,17
theory,data mining,2008,33
theory,data mining,2009,19
theory,data mining,2010,28
theory,data mining,2011,38
theory,data mining,2012,30
theory,data mining,2013,57
theory,data mining,2014,60
theory,data mining,2015,48
theory,data mining,2016,53
theory,data mining,2017,23
theory,databases,1991,3
theory,databases,1992,5
theory,databases,1993,5
theory,databases,1994,10
theory,databases,1995,10
theory,databases,1996,13
theory,databases,1997,27
theory,databases,1998,23
theory,databases,1999,13
theory,databases,2000,37
theory,databases,2001,28
theory,databases,2002,46
theory,databases,2003,38
theory,databases,2004,38
theory,databases,2005,51
theory,databases,2006,34
theory,databases,2007,47
theory,databases,2008,63
theory,databases,2009,74
theory,databases,2010,61
theory,databases,2011,99
theory,databases,2012,110
theory,databases,2013,144
theory,databases,2014,88
theory,databases,2015,75
theory,databases,2016,138
theory,databases,2017,42
theory,graphics,1990,10
theory,graphics,1991,7
theory,graphics,1992,5
theory,graphics,1993,7
theory,graphics,1994,5
theory,graphics,1995,3
theory,graphics,1996,4
theory,graphics,1997,18
theory,graphics,1998,5
theory,graphics,1999,11
theory,graphics,2000,10
theory,graphics,2001,15
theory,graphics,2002,12
theory,graphics,2003,16
theory,graphics,2004,17
theory,graphics,2005,34
theory,graphics,2006,5
theory,graphics,2007,16
theory,graphics,2008,44
theory,graphics,2009,3
theory,graphics,2010,8
theory,graphics,2011,12
theory,graphics,2012,10
theory,graphics,2013,21
theory,graphics,2014,16
theory,graphics,2015,19
theory,graphics,2016,22
theory,graphics,2017,7
theory,hci,2003,1
theory,hci,2007,8
theory,hci,2010,1
theory,hci,2012,5
theory,hci,2014,1
theory,hci,2016,1
theory,information theory,1990,13
theory,information theory,1991,10
theory,information theory,1992,29
theory,information theory,1993,18
theory,information theory,1994,18
theory,information theory,1995,40
theory,information theory,1996,37
theory,information theory,1997,41
theory,information theory,1998,61
theory,information theory,1999,36
theory,information theory,2000,48
theory,information theory,2001,64
theory,information theory,2002,67
theory,information theory,2003,90
theory,information theory,2004,52
theory,information theory,2005,87
theory,information theory,2006,96
theory,information theory,2007,94
theory,information theory,2008,70
theory,information theory,2009,95
theory,information theory,2010,89
theory,information theory,2011,76
theory,information theory,2012,120
theory,information theory,2013,126
theory,information theory,2014,138
theory,information theory,2015,142
theory,information theory,2016,93
theory,information theory,2017,63
theory,medical informatics,1999,1
theory,medical informatics,2002,1
theory,medical informatics,2006,1
theory,medical informatics,2010,1
theory,medical informatics,2011,4
theory,medical informatics,2012,5
theory,medical informatics,2013,1
theory,medical informatics,2014,3
theory,medical informatics,2015,2
theory,medical informatics,2016,4
theory,multimedia,1998,1
theory,multimedia,1999,1
theory,multimedia,2000,4
theory,multimedia,2001,3
theory,multimedia,2002,3
theory,multimedia,2003,5
theory,multimedia,2004,12
theory,multimedia,2006,4
theory,multimedia,2007,3
theory,multimedia,2008,7
theory,multimedia,2009,2
theory,multimedia,2010,1
theory,multimedia,2011,9
theory,multimedia,2012,13
theory,multimedia,2013,4
theory,multimedia,2014,13
theory,multimedia,2015,18
theory,multimedia,2016,5
theory,multimedia,2017,1
theory,networks,1990,1
theory,networks,1991,4
theory,networks,1992,4
theory,networks,1993,3
theory,networks,1994,4
theory,networks,1995,6
theory,networks,1996,9
theory,networks,1997,13
theory,networks,1998,21
theory,networks,1999,16
theory,networks,2000,39
theory,networks,2001,28
theory,networks,2002,29
theory,networks,2003,39
theory,networks,2004,56
theory,networks,2005,48
theory,networks,2006,65
theory,networks,2007,68
theory,networks,2008,93
theory,networks,2009,73
theory,networks,2010,81
theory,networks,2011,115
theory,networks,2012,100
theory,networks,2013,112
theory,networks,2014,123
theory,networks,2015,140
theory,networks,2016,81
theory,networks,2017,47
theory,robotics,1990,8
theory,robotics,1991,1
theory,robotics,1992,9
theory,robotics,1993,41
theory,robotics,1994,8
theory,robotics,1995,17
theory,robotics,1996,4
theory,robotics,1997,15
theory,robotics,1998,7
theory,robotics,1999,6
theory,robotics,2000,122
theory,robotics,2001,4
theory,robotics,2002,20
theory,robotics,2003,8
theory,robotics,2004,11
theory,robotics,2005,17
theory,robotics,2006,19
theory,robotics,2007,11
theory,robotics,2008,19
theory,robotics,2009,16
theory,robotics,2010,5
theory,robotics,2011,47
theory,robotics,2012,31
theory,robotics,2013,24
theory,robotics,2014,12
theory,robotics,2015,23
theory,robotics,2016,18
theory,robotics,2017,10
theory,security,1990,4
theory,security,1991,1
theory,security,1992,3
theory,security,1994,5
theory,security,1995,6
theory,security,1996,7
theory,security,1997,12
theory,security,1998,26
theory,security,1999,23
theory,security,2000,11
theory,security,2001,7
theory,security,2002,43
theory,security,2003,28
theory,security,2004,25
theory,security,2005,37
theory,security,2006,65
theory,security,2007,34
theory,security,2008,88
theory,security,2009,40
theory,security,2010,30
theory,security,2011,64
theory,security,2012,46
theory,security,2013,70
